,Cg,Acb,TC,AI,AI-b,AIP,MDThal,DpMe,Au,BLP,BLA,BMA,CA,Cl,PMCo,CPu,PnO,Hipp,Ect,LEnt,Ent,DEn,En,IC,LDThal,CauThal,LS,Mamm,M1,M2,M,SC,MS,DP,MO,VO,PAG,PS,PRh,Pir,PrL,VLThal,RSC,RSC-b,RSA,VMThal,SuC,ot,SN,S2,S1,S1-b,SuM,TeA,Ins,V,V-b,VTA,Cg,Acb,TC,AI,AI-b,AIP,MDThal,DpMe,Au,BLP,BLA,BMA,CA,Cl,PMCo,CPu,PnO,Hipp,Ect,LEnt,Ent,DEn,En,IC,LDThal,CauThal,LS,Mamm,M1,M2,M,SC,MS,DP,MO,VO,PAG,PS,PRh,Pir,PrL,VLThal,RSC,RSC-b,RSA,VMThal,SuC,ot,SN,S2,S1,S1-b,SuM,TeA,Ins,V,V-b,VTA
VLThal,0.0,0.046203406,0.00324418,0.355202092,0.228766375,0.12162514,0.0,0.0,0.027495301,0.023224205,0.026582796,0.005150209,0.004913588,0.113111148,0.004444113,0.0,0.0,0.025629439,0.378646649,0.417777913,0.254640421,0.135922016,0.071126442,0.0,0.0,0.0,0.0,0.002351085,0.0,0.0,0.0,0.0,0.0,1.675657301,0.172478296,1.320788065,0.0,0.024730855,0.178206022,0.466850478,0.017835639,0.0,0.025243491,0.016828994,0.025243491,0.0,0.0,0.038395099,0.0,0.0,0.0,0.079510315,0.0,0.17903883,0.023342483,0.019170152,0.017003381,0.0,0.044370246,0.129798943,0.004927026,0.011527647,0.013217611,0.013142279,0.003554294,0.0,0.000597847,0.017777058,0.011307522,0.008889508,0.005204977,0.016065905,0.009319771,0.223463648,0.0,0.019245424,0.03174247,0.279685551,0.175249679,0.033577246,0.019284936,0.0,0.000342732,1.99709e-05,0.011139333,0.0,0.024962921,0.037917089,0.031440005,1.03504e-05,0.002067338,0.103731041,0.026314011,0.055287368,0.0,0.015230007,0.025242768,0.094773314,0.072186662,0.009267763,0.022637843,0.017034974,0.022637843,0.00590777,6.52547e-05,0.04565509,0.0,0.001128045,0.001064215,0.002108839,0.0,0.00883014,0.001473077,0.005630679,0.004583163,0.0
RSC,0.309847743,0.0,0.007488428,0.005293554,0.004109969,0.002843376,0.005367203,0.109384107,0.005956464,0.0,0.0,0.000886497,0.0,0.005304407,0.0,0.41487992,0.040825977,0.00093002,0.033612613,0.024875729,0.024579506,0.001794216,0.000897108,0.061466125,0.210090403,0.021010825,0.001927163,0.0001228,0.318128715,0.777954051,0.548041383,0.005438107,0.0,0.0,0.003079228,0.002137719,0.149263307,0.05438123,0.000785224,0.003222985,0.009359451,0.001440932,0.546069723,0.389483564,0.546069723,0.03493337,0.30080572,0.011778327,0.021024466,0.0,0.0,0.114260507,0.003028275,0.011277373,0.0,0.16402394,0.082890785,0.025274481,0.101429279,0.0,0.0,0.0,0.0,0.0,0.001137162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004116389,0.0,0.023560641,0.006274553,0.007646211,0.0,0.0,0.0,0.0,2.0383e-05,0.0,0.0,0.038883122,0.112196304,0.075539713,0.0,0.0,0.0,0.0,0.0,0.0,0.021220876,0.0,0.0,0.000449172,0.000661995,0.377545731,0.254480082,0.377545731,7.94021e-05,0.000948964,0.0,2.34439e-05,0.0,0.0,0.002277808,0.001163399,0.000310516,0.0,0.006848102,0.002260637,0.000845399
RSC-b,0.206565162,0.0,0.017971814,0.003529036,0.002739979,0.001895584,0.010054773,0.072922738,0.003970976,0.0,0.0,0.000590998,0.001720653,0.003536272,0.0,0.276586613,0.027217318,0.008615953,0.022408408,0.042919371,0.035937083,0.001196144,0.000598072,0.040977416,0.517551647,0.021951735,0.001642389,0.000729412,0.21208581,0.518636034,0.365360922,0.005313392,0.000374923,0.0,0.002052819,0.001425146,0.099508871,0.039703336,0.004236935,0.002148657,0.006239634,0.006022679,0.628281199,0.470573893,0.628281199,0.026513085,0.200537147,0.01134819,0.014016311,0.0,0.000261275,0.076173672,0.00201885,0.10445418,0.0,0.117584055,0.096497287,0.016849654,0.067619519,0.0,0.001432025,0.000284441,0.000283443,0.000620152,0.003671798,0.0,0.001531736,0.0,0.0,0.000228352,0.000154696,0.000491922,0.000550927,0.0,0.03989876,0.000409103,0.015707094,0.011518738,0.008765325,0.0,0.0,0.005161603,0.0,0.000964393,0.0,0.000219919,0.025922081,0.074797536,0.050359809,0.000302204,0.0,0.0,3.99677e-05,0.0,0.070769982,0.014147251,0.002657785,0.001014179,0.000299448,0.003705802,0.251697154,0.179552107,0.251697154,8.62682e-05,0.064900369,0.0,0.00031161,0.00031993,0.000223328,0.001518539,0.000775599,0.017997336,0.0,0.004565401,0.004149382,0.000973662
RSA,0.309847743,0.0,0.007488428,0.005293554,0.004109969,0.002843376,0.005367203,0.109384107,0.005956464,0.0,0.0,0.000886497,0.0,0.005304407,0.0,0.41487992,0.040825977,0.00093002,0.033612613,0.024875729,0.024579506,0.001794216,0.000897108,0.061466125,0.210090403,0.021010825,0.001927163,0.0001228,0.318128715,0.777954051,0.548041383,0.005438107,0.0,0.0,0.003079228,0.002137719,0.149263307,0.05438123,0.000785224,0.003222985,0.009359451,0.001440932,0.546069723,0.389483564,0.546069723,0.03493337,0.30080572,0.011778327,0.021024466,0.0,0.0,0.114260507,0.003028275,0.011277373,0.0,0.16402394,0.082890785,0.025274481,0.101429279,0.0,0.0,0.0,0.0,0.0,0.001137162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004116389,0.0,0.023560641,0.006274553,0.007646211,0.0,0.0,0.0,0.0,0.000552753,0.0,0.0,0.038883122,0.112196304,0.075539713,0.0,0.0,0.0,0.0,0.0,0.0,0.021220876,0.0,0.0,0.000449172,0.000661995,0.377545731,0.254480082,0.377545731,7.94021e-05,0.000948964,0.0,2.34439e-05,0.0,0.0,0.002277808,0.001163399,0.000310516,0.0,0.006848102,0.002260637,0.000845399
VMThal,0.111032868,0.001269159,0.018802917,0.061079233,0.037007264,0.003098012,0.029471854,0.154428257,0.036935554,0.003465057,0.001732528,0.000131118,0.001611143,0.018837124,0.000145052,1.233315181,0.068570131,0.000840165,0.003082351,0.001644076,0.001927556,0.000827208,0.000621333,0.121872063,0.025697394,0.028854592,0.000267821,8.46091e-05,1.342477866,1.171651615,1.257064741,0.007825989,0.0,0.0338956,0.013640805,0.01197044,0.220534976,0.004564586,0.000291418,0.002988181,0.105548071,0.018382781,0.016119214,0.011475458,0.016119214,0.106674674,0.199753835,0.010945101,0.008371314,0.414671052,0.397381944,0.786756108,0.00178991,0.001613164,0.049882382,0.017098992,0.008414217,0.027623341,0.017654816,0.013630174,0.002289609,0.000595383,0.000266622,0.000121586,0.007263746,0.019238846,0.0,0.0,0.0,9.56216e-05,0.0,0.000143202,0.0,0.0,0.004583456,0.000431025,0.001126005,0.000200753,0.000766628,0.0,0.0,0.01659869,8.46373e-06,0.000366524,0.000286278,6.41657e-05,3.29079e-05,0.003444538,0.001738723,0.001151061,0.0,9.60185e-05,0.001233369,0.0,0.069905837,0.000567351,8.90266e-05,0.001901632,0.005259316,0.01620524,0.003283063,0.002388474,0.003283063,0.002389275,0.018590365,0.0,9.1916e-05,0.000359926,0.000187854,0.000289667,0.000587841,0.000418555,0.0,0.0007643,0.000606176,0.006609244
SuC,0.0,0.0,0.003348717,0.0,0.0,0.0,0.005973981,0.124591845,0.0,0.0,0.0,0.000410432,0.000127957,0.0,0.0,0.0,0.057981476,0.007494084,0.0,0.0,0.0,0.0,0.0,0.139268691,0.0,0.044617372,0.0,0.0,0.0,0.0,0.0,0.021222866,0.0,0.0,0.0,0.0,0.190497461,0.0,0.0,0.0,0.0,0.003075832,0.0,0.0,0.0,0.004362747,0.298226944,0.00211279,0.002832398,0.000115613,6.13945e-05,0.0,0.0,0.0,0.0,0.000294668,0.0,0.010421472,0.0,0.0,0.002252294,6.83252e-05,4.67676e-05,1.20737e-05,0.001939236,0.021134013,9.06828e-06,0.0,0.0,0.000720593,9.47039e-05,0.0,2.74372e-05,0.0,0.020222254,0.003052443,0.0,0.0,0.0,0.0,0.0,0.024086225,0.000397081,0.007261196,0.000367718,0.0,0.0,0.0,0.0,0.003511789,0.0,0.0,0.0,0.0,0.07089672,0.0,7.97519e-07,0.000285116,0.0,0.003311744,0.0,0.0,0.0,0.000913418,0.089600837,0.001146779,0.000163071,0.000197925,7.24571e-05,8.44621e-05,0.0,0.0,1.38795e-05,0.0,0.0,0.000929722
ot,0.0,0.0,0.071274908,0.062053709,0.029168567,0.014348793,0.018936295,0.035274903,0.0,0.128896006,0.069201245,0.022199698,0.008069115,0.001677469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049485607,0.04850881,0.035274903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002754268,0.0,0.013093461,0.0,0.0,0.0,0.0,0.003417061,0.0,0.0,0.0,0.005347586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03150478,0.0,0.0,0.0,0.0,0.0,0.0,0.008803305,0.0,0.0,0.011607781,0.006099587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41681e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001391487,0.0,0.0,0.0,0.0,0.000812416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SN,0.0,0.133818597,0.037940369,0.011728735,0.006165489,0.0,0.036719316,0.606084129,0.0,0.0,0.0,0.0,0.011380453,0.012443869,0.0,4.293063223,0.005652742,0.004699382,0.0,0.001504845,0.001247413,0.003933672,0.001966836,0.602086517,0.008332187,0.008519906,0.01011845,0.0,0.0,0.0,0.0,0.0,0.005309534,0.002549236,0.004984022,0.001219077,0.153451595,0.0,0.0,0.000294334,0.005675864,0.004838321,0.022936232,0.015290821,0.022936232,0.092201898,0.52146718,0.053140489,0.007579487,0.0,0.001217591,0.000934885,0.0,0.0,0.0,4.822e-05,0.0,0.034332341,0.0,0.0,0.0,0.00019785,0.000123934,0.00018127,0.013834418,0.0,0.0,0.0,0.0,5.62813e-05,0.0,0.0,0.000127555,0.0,0.006032462,0.001281412,0.0,0.0,0.0,0.0,0.0,0.001500543,0.0,0.00040098,0.000365933,0.000208433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065643326,0.0,0.0,0.000786195,0.000110843,0.001172839,0.0,0.0,0.0,0.002243994,0.051516404,0.0,0.0,0.000931053,0.000640101,0.000465868,0.001229575,0.0,0.000300741,0.0,6.89647e-06,0.01048895
S2,0.0,0.022482768,0.0,0.063906214,0.082388534,0.10565857,0.001192976,0.06269308,0.012367048,0.0,0.0,0.0,0.0,0.047579762,0.0,1.665066333,0.005854332,0.002893138,0.0,0.0,0.0,0.0,0.0,0.058968774,0.0,0.017288419,0.000672954,0.0,0.828155636,0.250508001,0.539331819,0.000906605,0.0,0.013984795,0.0,0.005831948,0.0,0.0,0.020799472,0.0,0.0,0.00038249,0.0,0.0,0.0,0.112943998,0.024895456,0.0,0.02181669,0.82204246,0.618545217,0.337997606,0.0,0.0,0.368155024,0.0,0.0,0.000347832,0.0,0.0,1.80107e-05,0.0,0.0,0.008129004,0.000208198,4.2618e-05,0.010752386,0.0,0.0,0.0,0.000314397,0.001989733,0.0,0.006140876,0.002999142,0.004290617,0.018430756,0.0,0.0,0.0,0.0,0.0,2.46754e-06,2.53535e-06,0.001447031,0.0,0.014354538,0.002546842,0.00845069,2.2068e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.019205625,0.0,0.0,0.000702358,0.0,0.0,0.0,0.001293053,0.0,0.0,0.0,0.728873371,0.222181835,0.063881645,0.0,0.01592698,0.140602567,0.0,0.0,0.0
S1,0.0,0.011209651,0.000130566,0.023253549,0.049900387,0.043508323,0.001129379,0.051706979,0.022072955,0.000523971,0.000456305,0.0,0.001351338,0.031123894,0.0,1.800030998,0.004688999,0.000941026,0.006200116,0.0,0.0,0.0042313,0.002188354,0.050762708,0.0,0.008699809,0.003344397,1.59315e-07,0.905638733,0.227252284,0.566445509,0.000672794,0.0,0.003496199,0.0,0.001457987,0.0,0.0,0.012580098,0.001571638,0.0,9.56225e-05,0.0,0.0,0.0,0.091002408,0.023292814,0.000315568,0.035409045,0.562299218,0.422490442,0.177855089,0.0,0.00651599,0.199018574,0.0,0.0,0.003978913,0.000538045,0.001638911,2.70792e-05,0.003442784,0.017897205,0.014846793,0.000129104,0.000343024,0.006719446,0.000249339,0.00017352,3.60941e-05,0.001512154,0.013045648,5.24794e-05,0.446540886,0.001256304,0.001388187,0.01867876,0.003744483,0.00189348,0.002967047,0.001527088,0.000350373,6.17694e-06,7.97238e-05,0.005761608,0.0,0.226925626,0.065177326,0.146051476,6.51472e-07,0.0,0.0,0.0,0.0,0.0,1.66686e-05,0.016429378,0.00242834,0.0,0.000285999,0.0,3.23379e-06,0.0,0.001526638,4.17785e-05,0.000624404,9.61535e-06,0.345058776,0.248186326,0.053111251,0.0,0.017584586,0.109260601,3.92484e-06,1.14895e-05,3.87959e-05
S1-b,0.047275534,0.033601142,0.002056758,0.00254219,0.002351784,0.000889291,0.002831932,0.100674063,0.166496819,0.00095821,0.000595626,7.52547e-05,0.0,0.005032244,0.0,1.058241801,0.035083292,0.002268317,0.036838729,0.024375956,0.012298527,0.004412586,0.002219774,0.071297857,0.019815929,0.029421035,0.000254374,8.93495e-06,0.43828988,0.437127574,0.437708727,0.003871425,0.0,0.031517694,0.004530882,0.039438204,0.113227057,0.001076772,0.017769514,0.0113858,0.017839246,0.005776453,0.01119054,0.007662683,0.01119054,0.077509533,0.158844439,0.0,0.015898413,0.157075412,0.071790013,0.418067325,0.000130151,0.076649849,0.002694126,0.03690203,0.013895019,0.004624905,0.009268185,0.006616777,0.000138316,0.000863374,0.001482245,0.006224786,0.000293873,0.000620117,0.044737406,0.0,5.54651e-05,2.54905e-05,0.0,0.004141912,0.0,0.038399647,0.004515677,0.003091724,0.025108124,0.025695924,0.012936491,0.00187455,0.000937275,0.001217794,1.45087e-05,1.26853e-05,9.63146e-05,2.02891e-05,0.009541123,0.016664869,0.013102996,2.38845e-05,0.000161621,0.006969503,0.000540045,0.007240846,0.026444675,0.00025908,0.022695025,0.014660331,0.001939492,0.003486345,0.00335443,0.002333388,0.00335443,5.41995e-05,0.002643277,0.0,4.5311e-05,0.003961367,0.000990342,0.181444336,4.60063e-06,0.038981154,0.0,0.007635303,0.002770444,0.00014124
SuM,0.0,0.0,0.188967117,0.0,0.0,0.0,0.00598914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221968101,0.0,0.0,0.056626698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004028148,0.0,0.0,0.009173198,0.0,0.006000851,0.0,0.0,0.0,0.0,0.000395823,0.002223005,0.000395823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021888285,0.0,0.06253894,0.0,0.000322037,0.0,0.01076822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001157301,0.052123961,0.0,0.041467444,0.030176992,0.000986916,0.000493458,0.0,0.0,0.000587848,0.029110059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003205441,0.0,0.0,0.002026614,0.0,0.0,0.0,0.007741506,0.010046347,0.007400606,0.010046347,0.009181981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020607,0.000393708,0.0
TeA,0.0,0.0,0.0,0.087707544,0.07359647,0.108162207,0.004615345,0.034869761,0.053569196,0.126098332,0.092653908,0.008306857,0.038654013,0.058201972,0.0,1.932409715,0.000762458,0.0,0.330642359,0.0,0.0,0.003998326,0.001999163,0.021540893,0.016301825,0.034827818,0.000356872,0.0,0.240420764,0.134041306,0.187231035,0.007582044,0.0,0.025269702,0.0,0.005589793,0.027401846,0.0,0.008477423,0.0,0.0,0.000985518,0.0,0.001438564,0.0,0.018579565,0.160204675,0.022970527,0.006755151,0.216383406,0.100407228,0.057394531,0.0,0.250374974,0.117613243,0.174426399,0.120674499,0.00357327,0.0,0.029027413,8.8554e-05,0.017315141,0.015056163,0.010020226,0.003700406,0.000853069,0.0,0.016438199,0.012464197,0.000664165,0.005804762,0.019533554,0.001077743,0.65495304,0.0,0.0,0.166250364,0.031057938,0.015528969,0.005379749,0.003189256,0.000786791,0.0,0.000252924,0.000186,0.0,0.040391091,0.017961836,0.029176464,0.000152844,0.0,0.002609863,0.00031009,0.001264084,0.00377141,0.0,0.019712353,0.013870007,0.000800214,0.002766034,0.0,0.0,0.0,0.001251893,0.015365578,0.007632543,0.000272368,0.079714428,0.03501868,0.013474573,0.0,0.312899961,0.031037639,0.008359891,0.003189823,0.000203653
Ins,0.0,0.0,0.0,0.093067801,0.164890506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008446034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001578103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021166047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020276308,0.04995119,0.205945282,0.0,0.007574283,0.0,0.015060718,0.008221653,0.000748697,0.02142855,0.079256976,0.0,1.198202558,0.003089042,0.0,0.027954151,0.05930258,0.02965129,0.015682162,0.009984553,0.007156699,0.0,0.001373719,0.0,2.42023e-05,0.159961315,0.083286377,0.121623846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036423191,0.045142658,0.0,0.0,0.0,0.0,0.0,0.000656949,0.0,0.0,0.000411804,0.074302075,0.041020463,0.000378249,0.000447151,0.0,0.464818693,0.0,0.0,0.0
V,0.157409302,0.015358648,0.000901,0.003440191,0.002382716,0.00475509,0.005903993,0.046806676,0.023852923,0.002366224,0.001777836,0.001682035,0.002725138,0.004902191,0.00120103,0.994315336,8.14326e-05,0.01763897,0.116311874,0.019932492,0.013541219,0.001257794,0.001032404,0.002118575,0.327162781,0.076410342,0.003899948,0.000174682,0.140575837,0.228281007,0.184428422,0.015665315,0.00057298,0.019944946,0.008208476,0.067203072,0.006590039,0.012652909,0.003914567,0.005744241,0.01674751,0.008444458,0.224991741,0.195948246,0.224991741,0.045084725,0.212801461,0.003803645,0.005561285,0.008244987,0.002497681,0.046642555,0.0,0.101571893,0.004479394,0.620894802,0.433650776,0.0,0.02688476,0.000552006,0.000156905,0.000396423,0.000319411,0.000209119,0.000906735,0.0,0.006775732,0.0,0.0,6.73446e-05,0.0,0.000438689,2.51938e-06,0.06533967,0.000193452,0.000568566,4.31197e-06,0.001998937,0.00136035,2.87899e-05,1.50469e-05,0.000160629,9.79188e-05,3.15769e-05,0.000927193,0.000467494,0.009959395,0.01060789,0.010283643,5.2355e-05,0.000101924,0.001370547,0.00038472,0.005389568,0.001840959,0.000643636,0.000569979,0.001094003,0.000883291,0.00379103,0.063778922,0.056157748,0.063778922,4.454e-05,0.0,0.0,0.000155252,0.000292051,0.000337387,0.005089029,7.27274e-05,0.006097298,0.00019902,0.091303134,0.04825214,5.09066e-05
V-b,0.052690515,0.005119549,0.00881943,0.00114673,0.000794239,0.00158503,0.002568098,0.017447486,0.007950974,0.000788741,0.000592612,0.000560678,0.001667884,0.001634064,0.000400343,0.331438445,0.000853109,0.020560878,0.038770625,0.195042919,0.124126864,0.000419265,0.000344135,0.000706192,0.140182166,0.04995445,0.00282169,5.82274e-05,0.046858612,0.076093669,0.061476141,0.006328125,0.000190993,0.006648315,0.002736159,0.022401024,0.00219668,0.036241156,0.02025103,0.001914747,0.005582503,0.002834941,0.114051251,0.091352085,0.114051251,0.016871185,0.128657675,0.016465467,0.00205034,0.002748329,0.00083256,0.015547518,0.000707029,0.033857298,0.001493131,0.24740434,0.175832713,0.007718793,0.00580787,0.000552006,0.004034316,0.0,0.0,0.0,0.001835589,0.0,0.0,0.0,0.0,3.7763e-05,0.0,0.0,0.0,0.007778207,0.03418486,0.000605145,0.0,0.013075874,0.009638936,0.0,0.0,0.003716773,3.87865e-05,0.000630174,0.001032877,0.000467494,0.0,0.001979597,0.000989799,0.000237362,0.000101924,0.0,1.70185e-05,0.0,0.04104741,0.005696032,0.000237973,0.0,8.07906e-05,0.001358542,0.020407318,0.018037785,0.020407318,2.45871e-06,0.063691317,0.001460798,0.000631791,0.0,0.0,2.0703e-05,0.000108494,0.014993256,0.0,0.080946693,0.143403825,7.11252e-06
VTA,0.0,0.751721079,0.057224153,0.0,0.0,0.0,0.013584875,0.0,0.0,0.037633022,0.018816511,0.002801271,0.017588841,0.0,0.0,0.375187678,0.005695856,0.0,0.0,0.0,0.0,0.008702715,0.01251635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111172029,0.0,0.0,0.020455364,0.0,0.026841398,0.013031728,0.008687818,0.013031728,0.005818448,0.0,0.815294821,0.011632552,0.0,0.0,0.0,0.0,0.0,0.004669872,0.0,0.0,0.0,0.005557741,0.306420986,0.12961045,0.003291335,0.003767893,0.001205455,0.023152973,0.063577707,2.09849e-06,0.009316121,0.00465806,0.009252015,0.013766579,0.003685669,0.0,0.095630046,0.07885115,0.001482775,0.012478142,0.016168194,0.02143593,0.01785902,0.012921325,0.063295113,0.005603664,0.002572569,0.128040165,0.000372849,0.012151549,0.015603399,0.013877474,0.0,0.062557975,0.002958785,0.002983882,0.006093701,0.227790092,0.002669351,0.001836585,0.02533231,0.0,0.044414017,0.0,0.0,0.0,0.00884162,0.0,0.387442507,0.027800363,0.001082566,0.000725908,0.001930302,0.002391281,0.0,0.000765816,2.92615e-05,7.74231e-05,0.028835308
Cg,0.606396371,0.00913552,0.002279021,0.027469733,0.019302713,0.014381304,0.003626844,0.001984038,0.001079004,0.000149697,0.000398204,4.43589e-05,0.0,0.063569853,0.0,0.426656996,0.027307478,0.000137625,0.01399696,0.030776072,0.015832503,0.005540864,0.002770432,0.001626669,0.002256389,7.13436e-05,0.002839437,0.002153673,0.0,0.232920521,0.11646026,0.000896143,0.000465943,0.047697484,0.032377575,0.075940502,0.106485249,0.001546546,0.017260779,0.010621275,0.110430765,0.020847081,0.099847862,0.069522102,0.099847862,0.001560321,0.011269783,0.0,0.000384521,0.00204228,0.00060581,0.003758396,0.007005743,0.004826841,0.005924506,0.014043015,0.005292073,0.008901907,0.70376136,0.076145675,0.027158017,0.011908716,0.011292776,0.007854838,0.036932296,0.178829686,0.013888641,0.000919893,0.000766716,0.000134585,0.0,0.033932201,0.0,2.422853077,0.090327094,0.002868598,0.056865159,0.038979994,0.022025661,0.004909092,0.002454546,0.101558871,0.225223895,0.034242678,0.014665787,0.003866948,0.079252352,0.765437523,0.422344938,0.019376845,0.0,0.075323033,0.124623868,0.232148635,0.427388642,0.014719202,0.013356147,0.017977678,0.311889855,0.030863339,0.420255077,0.326655742,0.420255077,0.064854369,0.510003866,0.005956581,0.029640206,0.0,0.0,0.042450567,0.01712483,0.03101567,0.0,0.290069834,0.126735617,0.060848129
Acb,0.0,0.003086047,0.0,0.000406839,0.000705754,0.000639729,0.000193313,0.0,0.000138615,0.0,8.05905e-05,0.0002943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005887764,0.003320935,0.000386233,0.0,1.15329e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001514087,2.0163e-05,0.0,0.0,0.0,0.02596831,0.0,0.001012637,0.0,0.0,0.0,2.71295e-05,0.000487826,0.0,0.000275105,0.001555504,0.00041705,0.000232068,0.0,4.34706e-05,0.000278225,0.0,1.62717e-05,0.001795182,0.0,0.074182913,0.065485206,0.0,0.003016284,0.0,0.00088088,0.001602693,0.0,0.009288887,0.004644443,0.005082427,0.00679685,0.0,0.0,0.00870458,0.0,0.0,0.0,0.0,0.0,0.010101481,0.006036801,0.001754305,0.0,0.000657235,0.059346056,0.0,0.002927303,0.003885731,0.003406517,0.0,0.0,0.0,0.016581259,0.0,0.0,0.0,0.0,0.167933731,0.00137311,0.003004214,0.0,0.0,0.0,0.002499197,0.000282181,0.471651366,0.050703048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042547745
TC,0.0,0.0,0.076012241,0.0,0.0,0.0,0.007912739,0.038351608,0.0,0.01822359,0.018861439,0.017804779,0.02434112,0.0,0.015771648,0.0,0.006666672,0.0,0.0,0.0,0.0,0.0,0.001235092,0.040089603,0.001706429,0.003728946,0.036275028,0.002626944,0.0,0.0,0.0,0.004094474,0.028453505,0.0,0.0,0.0,0.332751132,0.0,0.0,0.0,0.0,0.023391839,0.0,0.0,0.0,0.002425493,0.11531073,0.058896026,0.001124887,0.000699749,0.000363983,0.000245449,0.007858629,0.000278448,0.0,0.0,0.0,0.014373452,0.0,0.01076834,0.108167074,0.0,0.0,0.0,0.013860905,0.094199954,0.0,0.045307503,0.040935353,0.025739456,0.052018903,0.0,0.027898632,0.0,0.011207096,0.001134074,0.0,0.008252983,0.004126491,0.0,0.003944735,0.091016874,0.006027834,0.014658001,0.158121889,0.015183733,0.0,0.0,0.0,0.00741704,0.072916901,0.0,0.0,0.000411915,0.616606284,0.001363902,0.0,0.028233529,0.0,0.040169555,0.0,0.0,0.0,0.007315967,0.195623596,0.161050616,0.003557321,0.0,0.0,0.000292455,0.028242737,0.0,0.0,0.0,0.0,0.030707973
AI,0.011511667,0.166888128,0.0,0.946155474,0.430616628,0.081325313,0.00503636,0.000623354,0.0,0.040021823,0.020733567,0.000147373,0.014230873,0.128302233,0.0,1.771004351,0.0,0.0,0.008942621,0.0,0.0,0.0,0.001245914,0.0,0.0,0.002568412,0.009533253,0.0,0.416081718,0.218006034,0.317043876,3.62863e-05,0.0,0.000463839,0.057212176,0.056705428,0.0,0.0,0.009386009,0.0,0.097798615,0.0,0.0,0.0,0.0,0.0,0.0,0.008734526,0.000644372,0.017643505,0.011328874,0.0,0.0,0.0,0.066155633,0.0,0.0,0.0,0.0,0.0,0.0,0.311219424,0.211814808,0.330566552,0.013679637,0.0,0.000242972,0.068290204,0.034145102,0.013134345,0.064917905,0.133106657,0.0,2.97638939,0.0,0.0,0.0,0.0,0.0,0.0,0.013013837,0.0,0.0,0.0003188,0.006691958,0.0,0.351459138,0.0,0.175729569,0.0,0.000215921,0.0,0.0,0.0,0.0,0.0,0.151298459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117985737,0.005993673,0.0,0.005165037,0.0,0.0,0.0,0.196026649,0.0,0.0,0.0
